#Bgm	bgm_stage01

#ClearAnnounce
img_clearAnnounce01	-1	-1


#StageClear
Goal	13300	-49	700	7049
img_goalObj01	1	1


#NormaTime
180.0

#Left	0
#Top	0
#Right	14000
#Bottom	7000

#CameraLeft		0
#CameraTop		400
#CameraRight	13600
#CameraBottom	7000

#Player
300	5140


#Enemy
res/dat/main/enemy/table/debugTable01.txt
res/dat/main/enemy/table/enemyTable01.txt


#BossStage
res/dat/main/stage/bossStage01.txt

#ActionCircle
{
}
200	200	200
1000	200	200
1800	200	200
2600	200	200
3400	200	200
4200	200	200
5000	200	200
5800	200	200
8200	200	200
9000	200	200
9800	200	200
10600	200	200
11400	200	200
12200	200	200
13000	200	200
13800	200	200
600	500	200
1400	500	200
2200	500	200
3000	500	200
3800	500	200
4600	500	200
5400	500	200
6200	500	200
7000	500	200
7800	500	200
8600	500	200
9400	500	200
10200	500	200
11000	500	200
11800	500	200
12600	500	200
13400	500	200
200	800	200
1000	800	200
1800	800	200
2600	800	200
3400	800	200
4200	800	200
5000	800	200
5800	800	200
9800	800	200
10600	800	200
13800	800	200
600	1100	200
1400	1100	200
2200	1100	200
3000	1100	200
3800	1100	200
4600	1100	200
5000	1400	170
10200	1100	200
11000	1100	200
13400	1100	200
200	1400	200
1000	1400	200
1800	1400	200
2600	1400	200
10600	1400	200
11400	1400	200
13000	1400	200
13800	1400	200
600	1700	200
1400	1700	200
2200	1700	200
7800	1700	200
8600	1700	200
11000	1700	200
11800	1700	200
12600	1700	200
13400	1700	200
200	2000	200
1000	2000	200
1800	2000	200
2600	2000	200
5000	2000	200
5800	2000	200
8200	2000	200
13800	2000	200
600	2300	200
3000	2300	200
3800	2300	200
4600	2300	200
5400	2300	200
6200	2300	200
7800	2300	200
8600	2300	200
9400	2300	200
10200	2300	200
11000	2300	200
13400	2300	200
200	2600	200
3400	2600	200
4200	2600	200
5000	2600	200
5800	2600	200
8200	2600	200
9000	2600	200
9800	2600	200
10600	2600	200
11400	2600	200
13000	2600	200
13800	2600	200
600	2900	200
3000	2900	200
3800	2900	200
4600	2900	200
5400	2900	200
6200	2900	200
7800	2900	200
8600	2900	200
9400	2900	200
10200	2900	200
11000	2900	200
11800	2900	200
12600	2900	200
13400	2900	200
200	3200	200
1000	3200	200
1800	3200	200
2600	3200	200
3400	3200	200
4200	3200	200
5000	3200	200
5800	3200	200
8200	3200	200
9000	3200	200
9800	3200	200
10600	3200	200
11400	3200	200
12200	3200	200
13000	3200	200
13800	3200	200
600	3500	200
1400	3500	200
3800	3500	200
4600	3500	200
5400	3500	200
6200	3500	200
8600	3500	200
9400	3500	200
10200	3500	200
11800	3500	200
12600	3500	200
13400	3500	200
200	3800	200
1000	3800	200
4200	3800	200
5000	3800	200
5800	3800	200
12200	3800	200
13000	3800	200
13800	3800	200
600	4100	200
1400	4100	200
3800	4100	200
4600	4100	200
5400	4100	200
6200	4100	200
11800	4100	200
13400	4100	200
200	4400	200
1000	4400	200
1800	4400	200
2600	4400	200
3400	4400	200
4200	4400	200
5000	4400	200
5800	4400	200
13800	4400	200
600	4700	200
1400	4700	200
2200	4700	200
3000	4700	200
3800	4700	200
4600	4700	200
5400	4700	200
6200	4700	200
8600	4700	200
9400	4700	200
10200	4700	200
11800	4700	200
13400	4700	200
2600	5000	200
3400	5000	200
5800	5000	200
9000	5000	200
9800	5000	200
13800	5000	200
1400	5300	200
2200	5300	200
6200	5300	200
8600	5300	200
9400	5300	200
10200	5300	200
11800	5300	200
13400	5300	200
1800	5600	200
2600	5600	200
3400	5600	200
5800	5600	200
9000	5600	200
9800	5600	200
13800	5600	200
600	5900	200
1400	5900	200
2200	5900	200
3000	5900	200
3800	5900	200
4600	5900	200
5400	5900	200
6200	5900	200
8600	5900	200
9400	5900	200
10200	5900	200
11800	5900	200
13400	5900	200
200	6200	200
1000	6200	200
1800	6200	200
2600	6200	200
3400	6200	200
4200	6200	200
5000	6200	200
9000	6200	200
9800	6200	200
13800	6200	200
5800	6200	200
7800	6500	200
7800	5900	200
7800	5300	200
7800	4700	200
8200	4400	200
8600	4100	180
8600	6500	200
9400	6500	200
10200	6500	200
11800	6500	200
13400	6500	200
6200	6500	180
}

#ActionPolygon
{
}
4
-400	5200
800	5200
800	5600
-400	5600

4
1200	2400
2400	2400
2400	2800
1200	2800

4
2000	3600
3200	3600
3200	4000
2000	4000

4
6800	800
7200	800
7200	7000
6800	7000

4
-200	6800
14200	6800
14200	7000
-200	7000

4
8000	800
9200	800
9200	1200
8000	1200

4
9200	1600
10400	1600
10400	2000
9200	2000

4
8800	4000
10000	4000
10000	4400
8800	4400

4
10800	7000
11200	7000
11200	3600
10800	3600

4
11600	800
12800	800
12800	1200
11600	1200

4
11600	2000
12800	2000
12800	2400
11600	2400

4
5200	1200
6400	1200
6400	1600
5200	1600

4
4000	5200
5200	5200
5200	5600
4000	5600

4
3200	1600
4400	1600
4400	2000
3200	2000

4
12400	4000
12800	4000
12800	7000
12400	7000
}
