#Bgm	bgm_stage01

#ClearAnnounce
img_clearAnnounce01	-1	-1


#StageClear
Goal	13300	-49	700	7049
img_goalObj01	1	1


#Left	0
#Top	0
#Right	14000
#Bottom	7000

#CameraLeft		0
#CameraTop		400
#CameraRight	13600
#CameraBottom	7000

#Player
300	5140


#Enemy
res/dat/main/enemy/table/enemyTable01.txt
res/dat/main/enemy/table/debugTable01.txt

#BossStage
res/dat/main/stage/bossStage01.txt


#ActionCircle
{

1000	600	180
1400	600	180
1800	600	180
2200	600	180
2600	600	180
3000	600	180
3400	600	180
3800	600	180
4200	600	180
4600	600	180
5000	600	180
5400	600	180
5800	600	180
6200	600	180
6600	600	180
200	1000	180
600	1000	180
1000	1000	180
1400	1000	180
1800	1000	180
2200	1000	180
2600	1000	180
3000	1000	180
3400	1000	180
3800	1000	180
4200	1000	180
4600	1000	180
5000	1000	180
5400	1000	180
5800	1000	180
6200	1000	180
6600	1000	180
200	1400	180
600	1400	180
1000	1400	180
1400	1400	180
1800	1400	180
2200	1400	180
2600	1400	180
3000	1400	180
3400	1400	180
3800	1400	180
4200	1400	180
4600	1400	180
5000	1400	180
6600	1400	180
200	1800	180
600	1800	180
1000	1800	180
1400	1800	180
1800	1800	180
2200	1800	180
2600	1800	180
3000	1800	180
4600	1800	180
5000	1800	180
5400	1800	180
5800	1800	180
6200	1800	180
6600	1800	180
200	2200	180
600	2200	180
1000	2200	180
1400	2200	180
1800	2200	180
2200	2200	180
2600	2200	180
3000	2200	180
3400	2200	180
3800	2200	180
4200	2200	180
4600	2200	180
5000	2200	180
5400	2200	180
5800	2200	180
6200	2200	180
6600	2200	180
200	2600	180
600	2600	180
1000	2600	180
2600	2600	180
3000	2600	180
3400	2600	180
3800	2600	180
4200	2600	180
4600	2600	180
5000	2600	180
5400	2600	180
5800	2600	180
6200	2600	180
6600	2600	180
200	3000	180
600	3000	180
1000	3000	180
1400	3000	180
1800	3000	180
2200	3000	180
2600	3000	180
3000	3000	180
3400	3000	180
3800	3000	180
4200	3000	180
4600	3000	180
5000	3000	180
5400	3000	180
5800	3000	180
6200	3000	180
6600	3000	180
200	3400	180
600	3400	180
1000	3400	180
1400	3400	180
1800	3400	180
2200	3400	180
2600	3400	180
3000	3400	180
3400	3400	180
3800	3400	180
4200	3400	180
4600	3400	180
5000	3400	180
5400	3400	180
5800	3400	180
6200	3400	180
6600	3400	180
200	3700	180
600	3700	180
1000	3700	180
1400	3700	180
1800	3700	180
3400	3700	180
3800	3700	180
4200	3700	180
4600	3700	180
5000	3700	180
5400	3700	180
5800	3700	180
6200	3700	180
6600	3700	180
200	4200	180
600	4200	180
1000	4200	180
1400	4200	180
1800	4200	180
2200	4200	180
2600	4200	180
3000	4200	180
3400	4200	180
3800	4200	180
4200	4200	180
4600	4200	180
5000	4200	180
5400	4200	180
5800	4200	180
6200	4200	180
6600	4200	180
200	4620	180
600	4620	180
1000	4620	180
1400	4620	180
1800	4620	180
2200	4620	180
2600	4620	180
3000	4620	180
3400	4620	180
