#Bgm	bgm_stage01

#ClearAnnounce
img_clearAnnounce01	-1	-1


#StageClear
Goal	13300	-49	700	7049
img_goalObj01	1	1


#Left	0
#Top	0
#Right	14000
#Bottom	7000

#CameraLeft		0
#CameraTop		200
#CameraRight	14000
#CameraBottom	6600

#Player
300	5047

#Enemy
res/dat/main/enemy/debugTable01.txt
res/dat/main/enemy/enemyTable01.txt


#ActionCircle
{
625	5210	200
893	4647	200
489	4163	200
1344	4212	200
1616	4828	200
1395	5436	200
784	5869	200
1772	6036	200
2232	5499	200
2025	4114	200
2490	4733	200
2724	6052	200
3060	5392	200
1119	3674	200
429	2985	200
1859	3425	200
1212	2939	200
742	2106	200
221	1288	200
1051	928	200
1295	1537	200
1571	2240	200
1480	602	200
1855	1243	200
1960	1729	200
1982	2681	200
2399	2160	200
2405	3049	200
2480	3596	200
2698	4036	200
2222	6201	200
3267	6200	200
2153	749	200
2986	4884	200
3129	4305	200
2999	3710	200
2872	3217	200
2596	2626	200
2457	1634	200
2542	1121	200
2673	238	200
3241	256	200
3783	258	200
3027	1381	200
3460	1348	200
2954	1890	200
3110	2526	200
1141	6207	200
273	6180	200
3604	5712	200
3689	5166	200
3657	4274	200
3513	3452	200
3505	2927	200
3414	2089	200
3872	1854	200
3754	2389	200
4009	1172	200
4456	838	200
4426	210	200
4909	461	200
4330	1544	200
4788	1241	200
5432	941	200
5947	644	200
6405	374	200
4229	2148	200
3940	2787	200
3927	3351	200
4239	4275	200
4237	5057	200
4066	5464	200
4024	6129	200
4584	6134	200
4531	5631	200
4779	5289	200
4924	5714	200
5029	6179	200
5519	6191	200
6066	6151	200
6449	6108	200
4678	4615	200
4878	4089	200
5045	3507	200
4366	3175	200
4860	3107	200
4556	2647	200
4785	1856	200
4929	2319	200
5121	2642	200
5648	2317	200
6121	2102	200
6011	2941	200
5494	3106	200
5473	3882	200
6129	3640	200
5266	4486	200
6177	4182	200
5148	4927	200
5419	5441	200
6054	5418	200
5687	4867	200
6395	4810	200
6464	5421	200
6557	3152	200
6257	2466	200
5237	1950	200
5263	1497	200
5732	1863	200
7004	708	200
7629	616	200
7653	1173	200
8246	429	200
7608	1619	200
7615	2103	200
8795	469	200
9290	514	200
7572	3501	200
8407	2414	200
8702	3177	200
8778	1748	200
9451	1406	200
9260	2476	200
9492	3194	200
8968	3972	200
9668	3819	200
8841	4528	200
8013	2989	200
10202	3086	200
8775	5886	200
9443	5891	200
10068	5876	200
10565	5846	200
9080	5276	200
9780	5254	200
10480	5229	200
10523	3805	200
10558	2423	200
10125	650	200
10905	347	200
10242	1284	200
10889	1262	200
11027	1914	200
10603	4559	200
11149	3144	200
11397	2580	200
11361	810	200
11747	376	200
12418	377	200
13178	443	200
11763	1733	200
12568	1731	200
13218	1836	200
12278	2576	200
12883	2803	200
12035	3248	200
12412	3908	200
11821	4366	200
12726	4398	200
13271	4793	200
13234	5343	200
13209	6003	200
11718	5181	200
12393	5104	200
11978	5806	200
12658	5664	200
12392	6206	200
13533	2984	200
7513	6239	200
7473	5904	200
7440	5526	200
7479	5209	200
7472	4739	200
7459	4329	200
7467	3949	200
199	5166	200
9104	6204	200
9759	6209	200
10304	6204	200
}

#ActionPolygon
{
4
-49	5449
456	5449
456	5549
-46	5549
3
-795	1563
2455	-896
-805	-896
4
6800	1000
7200	1000
7200	7001
6800	7001
4
-795	-896
14318	-896
14318	7449
-795	7449
4
-796	7447
-796	6500
14323	6500
14323	7447
4
8089	900
8089	1250
9089	1250
9089	900
4
7900	3670
8300	3670
8300	7000
7900	7000
4
9325	1700
9325	2050
10325	2050
10325	1700
4
5625	1100
5625	1450
6625	1450
6625	1100
4
9300	4200
9300	4550
10300	4550
10300	4200
4
11020	7000
11020	3600
11420	3600
11420	7000
4
11800	730
11800	1080
12800	1080
12800	730
4
13000	3600
13000	3950
14000	3950
14000	3600

}
